2023”N6ŒŽ7“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
9:54:00,0.1400,0.0200,-1.5000,0.0117,0.5803,0.0038,,0.0000,0.0000,0.0000,,3.0000,98.3216,98.3674,-2.0000,100.0115,100.0315
9:54:00,0.1600,0.0200,-1.5000,0.0153,0.6568,0.0001,,0.0000,0.0000,0.0000,,3.0000,97.9847,98.0306,-2.0000,100.0172,100.0372
9:54:00,0.1800,0.0200,-1.5000,0.0195,0.7492,-0.0010,,0.0000,0.0000,0.0000,,3.0000,97.6472,97.6933,-2.0000,100.0240,100.0440
9:54:00,0.2000,0.0200,-1.5000,0.0241,0.8426,0.0024,,0.0000,0.0000,0.0000,,3.0000,97.3092,97.3554,-2.0000,100.0318,100.0518
9:54:00,0.2200,0.0200,-1.5000,0.0294,0.9423,0.0026,,0.0000,0.0000,0.0000,,3.0000,96.9706,97.0170,-2.0000,100.0406,100.0606
9:54:00,0.2400,0.0200,-1.5000,0.0355,1.0995,0.0041,,0.0000,0.0000,0.0000,,3.0000,96.6312,96.6777,-2.0000,100.0500,100.0700
9:54:00,0.2600,0.0200,-1.5000,0.0415,1.0970,0.0055,,0.0000,0.0000,0.0000,,3.0000,96.2918,96.3385,-2.0000,100.0610,100.0810
9:54:00,0.2800,0.0200,-1.5000,0.0484,1.2446,0.0028,,0.0000,0.0000,0.0000,,3.0000,95.9515,95.9984,-2.0000,100.0726,100.0926
9:54:00,0.3000,0.0200,-1.5000,0.0559,1.3357,0.0055,,0.0000,0.0000,0.0000,,3.0000,95.6108,95.6578,-2.0000,100.0853,100.1053
9:54:00,0.3200,0.0200,-1.5000,0.0640,1.4567,0.0003,,0.0000,0.0000,0.0000,,3.0000,95.2694,95.3166,-2.0000,100.0989,100.1189
9:54:00,0.3400,0.0200,-1.5000,0.0724,1.5203,0.0025,,0.0000,0.0000,0.0000,,3.0000,94.9276,94.9750,-2.0000,100.1136,100.1336
9:54:00,0.3600,0.0200,-1.5000,0.0816,1.6604,0.0008,,0.0000,0.0000,0.0000,,3.0000,94.5850,94.6326,-2.0000,100.1291,100.1490
9:54:00,0.3800,0.0200,-1.5000,0.0914,1.7578,-0.0011,,0.0000,0.0000,0.0000,,3.0000,94.2419,94.2896,-2.0000,100.1455,100.1655
9:54:00,0.4000,0.0200,-1.5000,0.1016,1.8403,-0.0063,,0.0000,0.0000,0.0000,,3.0000,93.8983,93.9462,-2.0000,100.1630,100.1829
9:54:00,0.4200,0.0200,-1.5000,0.1124,1.9467,-0.0092,,0.0000,0.0000,0.0000,,3.0000,93.5542,93.6023,-2.0000,100.1814,100.2013
9:54:00,0.4400,0.0200,-1.5000,0.1238,2.0371,-0.0142,,0.0000,0.0000,0.0000,,3.0000,93.2095,93.2578,-2.0000,100.2007,100.2207
9:54:00,0.4600,0.0200,-1.5000,0.1357,2.1469,-0.0133,,0.0000,0.0000,0.0000,,3.0000,92.8643,92.9127,-2.0000,100.2210,100.2410
9:54:00,0.4800,0.0200,-1.5000,0.1481,2.2318,-0.0108,,0.0000,0.0000,0.0000,,3.0000,92.5186,92.5672,-2.0001,100.2423,100.2623
9:54:00,0.5000,0.0200,-1.5000,0.1611,2.3447,-0.0119,,0.0000,0.0000,0.0000,,3.0000,92.1722,92.2210,-2.0001,100.2645,100.2844
9:54:00,0.5200,0.0200,-1.5000,0.1747,2.4528,-0.0119,,0.0000,0.0000,0.0000,,3.0000,91.8252,91.8742,-2.0001,100.2876,100.3075
9:54:00,0.5400,0.0200,-1.5000,0.1889,2.5522,-0.0121,,0.0000,0.0000,0.0000,,3.0000,91.4777,91.5269,-2.0001,100.3115,100.3315
9:54:00,0.5600,0.0200,-1.5000,0.2041,2.7268,-0.0121,,1.0000,0.0000,0.0000,,3.0000,91.1292,91.1786,-2.0001,100.3360,100.3560
9:54:00,0.5800,0.0200,-1.5000,0.2203,2.9201,-0.0122,,1.0000,0.0000,0.0000,,3.0000,90.7797,90.8292,-2.0001,100.3610,100.3809
9:54:00,0.6000,0.0200,-1.5000,0.2376,3.1118,-0.0126,,1.0000,0.0000,0.0000,,3.0000,90.4290,90.4788,-2.0001,100.3863,100.4062
9:54:00,0.6200,0.0200,-1.5000,0.2559,3.3071,-0.0129,,1.0000,0.0000,0.0000,,3.0000,90.0773,90.1273,-2.0001,100.4120,100.4319
9:54:00,0.6400,0.0200,-1.5000,0.2754,3.5021,-0.0128,,1.0000,0.0000,0.0000,,3.0000,89.7245,89.7747,-2.0001,100.4381,100.4580
9:54:00,0.6600,0.0200,-1.5000,0.2959,3.6970,-0.0128,,1.0000,0.0000,0.0000,,3.0000,89.3707,89.4210,-2.0002,100.4646,100.4845
9:54:00,0.6800,0.0200,-1.5000,0.3175,3.8904,-0.0128,,1.0000,0.0000,0.0000,,3.0000,89.0157,89.0662,-2.0002,100.4914,100.5113
9:54:00,0.7000,0.0200,-1.5000,0.3402,4.0843,-0.0128,,1.0000,0.0000,0.0000,,3.0000,88.6597,88.7104,-2.0002,100.5186,100.5385
9:54:00,0.7200,0.0200,-1.5000,0.3640,4.2779,-0.0128,,1.0000,0.0000,0.0000,,3.0000,88.3026,88.3535,-2.0002,100.5463,100.5662
9:54:00,0.7400,0.0200,-1.5001,0.3888,4.4714,-0.0128,,1.0000,0.0000,0.0000,,3.0001,87.9444,87.9956,-2.0002,100.5743,100.5942
9:54:00,0.7600,0.0200,-1.5001,0.4148,4.6648,-0.0128,,1.0000,0.0000,0.0000,,3.0001,87.5851,87.6365,-2.0002,100.6027,100.6225
9:54:00,0.7800,0.0200,-1.5001,0.4418,4.8581,-0.0128,,1.0000,0.0000,0.0000,,3.0001,87.2248,87.2764,-2.0002,100.6314,100.6513
9:54:00,0.8000,0.0200,-1.5001,0.4698,5.0513,-0.0128,,1.0000,0.0000,0.0000,,3.0001,86.8634,86.9152,-2.0002,100.6605,100.6804
9:54:01,0.8200,0.0200,-1.5001,0.4989,5.2445,-0.0128,,1.0000,0.0000,0.0000,,3.0001,86.5010,86.5530,-2.0002,100.6900,100.7099
9:54:01,0.8400,0.0200,-1.5001,0.5292,5.4375,-0.0128,,1.0000,0.0000,0.0000,,3.0001,86.1374,86.1896,-2.0002,100.7199,100.7397
9:54:01,0.8600,0.0200,-1.5001,0.5604,5.6304,-0.0128,,1.0000,0.0000,0.0000,,3.0001,85.7728,85.8252,-2.0002,100.7501,100.7700
9:54:01,0.8800,0.0200,-1.5001,0.5928,5.8232,-0.0128,,1.0000,0.0000,0.0000,,3.0001,85.4071,85.4598,-2.0002,100.7807,100.8005
9:54:01,0.9000,0.0200,-1.5001,0.6262,6.0160,-0.0128,,1.0000,0.0000,0.0000,,3.0001,85.0404,85.0933,-2.0002,100.8116,100.8314
9:54:01,0.9200,0.0200,-1.5001,0.6607,6.2085,-0.0128,,1.0000,0.0000,0.0000,,3.0001,84.6725,84.7257,-2.0002,100.8429,100.8627
9:54:01,0.9400,0.0200,-1.5001,0.6963,6.4010,-0.0128,,1.0000,0.0000,0.0000,,3.0001,84.3036,84.3570,-2.0002,100.8745,100.8944
9:54:01,0.9600,0.0200,-1.5001,0.7329,6.5934,-0.0128,,1.0000,0.0000,0.0000,,3.0001,83.9337,83.9873,-2.0002,100.9065,100.9263
9:54:01,0.9800,0.0200,-1.5001,0.7706,6.7856,-0.0128,,1.0000,0.0000,0.0000,,3.0001,83.5626,83.6165,-2.0002,100.9389,100.9587
9:54:01,1.0000,0.0200,-1.5001,0.8094,6.9778,-0.0128,,1.0000,0.0000,0.0000,,3.0001,83.1905,83.2446,-2.0001,100.9715,100.9913
9:54:01,1.0200,0.0200,-1.5002,0.8492,7.1698,-0.0128,,1.0000,0.0000,0.0000,,3.0002,82.8173,82.8717,-2.0001,101.0045,101.0243
9:54:01,1.0400,0.0200,-1.5002,0.8901,7.3616,-0.0128,,1.0000,0.0000,0.0000,,3.0002,82.4431,82.4977,-2.0001,101.0379,101.0577
9:54:01,1.0600,0.0200,-1.5002,0.9321,7.5534,-0.0128,,1.0000,0.0000,0.0000,,3.0002,82.0678,82.1226,-2.0000,101.0716,101.0914
9:54:01,1.0800,0.0200,-1.5002,0.9751,7.7450,-0.0128,,1.0000,0.0000,0.0000,,3.0002,81.6915,81.7465,-2.0000,101.1056,101.1254
9:54:01,1.1000,0.0200,-1.5002,1.0192,7.9366,-0.0128,,1.0000,0.0000,0.0000,,3.0002,81.3140,81.3694,-1.9999,101.1399,101.1597
9:54:01,1.1200,0.0200,-1.5002,1.0643,8.1280,-0.0128,,1.0000,0.0000,0.0000,,3.0002,80.9356,80.9911,-1.9999,101.1746,101.1944
9:54:01,1.1400,0.0200,-1.5002,1.1105,8.3192,-0.0128,,1.0000,0.0000,0.0000,,3.0002,80.5560,80.6118,-1.9998,101.2096,101.2294
9:54:01,1.1600,0.0200,-1.5002,1.1578,8.5104,-0.0128,,1.0000,0.0000,0.0000,,3.0002,80.1754,80.2315,-1.9998,101.2450,101.2647
9:54:01,1.1800,0.0200,-1.5002,1.2062,8.7014,-0.0128,,1.0000,0.0000,0.0000,,3.0002,79.7937,79.8501,-1.9997,101.2806,101.3004
