2023”N6ŒŽ19“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
9:40:25,0.2200,0.2000,-1.5000,0.0345,1.0414,0.0138,,0.0000,0.0000,0.0000,,2.9994,95.0073,95.0546,-1.8624,96.5681,96.5860
9:40:25,0.4200,0.2000,-1.5000,0.1224,2.0255,0.0316,,0.0000,0.0000,0.0000,,2.9986,94.6415,94.6890,-1.8640,96.7191,96.7371
9:40:25,0.6200,0.2000,-1.4999,0.2661,3.0189,0.0374,,0.0000,0.0000,0.0000,,2.9983,94.2200,94.2677,-1.8663,96.9644,96.9824
9:40:25,0.8200,0.2000,-1.4998,0.4630,3.9818,0.0364,,0.0000,0.0000,0.0000,,2.9982,93.7454,93.7933,-1.8687,97.3032,97.3211
9:40:25,1.0200,0.2000,-1.4996,0.7137,4.9418,0.0364,,0.0000,0.0000,0.0000,,2.9981,93.2169,93.2651,-1.8702,97.7313,97.7492
9:40:25,1.2200,0.2000,-1.4994,1.0172,5.8914,0.0364,,0.0000,0.0000,0.0000,,2.9979,92.6356,92.6841,-1.8691,98.2467,98.2645
9:40:25,1.4200,0.2000,-1.4992,1.3734,6.8362,0.0364,,0.0000,0.0000,0.0000,,2.9976,92.0016,92.0504,-1.8658,98.8466,98.8642
9:40:26,1.6200,0.2000,-1.4989,1.7819,7.7752,0.0364,,0.0000,0.0000,0.0000,,2.9974,91.3153,91.3645,-1.8638,99.5282,99.5456
9:40:26,1.8200,0.2000,-1.4986,2.2424,8.7083,0.0364,,0.0000,0.0000,0.0000,,2.9971,90.5770,90.6266,-1.8652,100.2888,100.3061
9:40:26,2.0200,0.2000,-1.4983,2.7546,9.6353,0.0364,,0.0000,0.0000,0.0000,,2.9968,89.7871,89.8371,-1.8681,101.0555,101.0728
9:40:26,2.2200,0.2000,-1.4980,3.3078,10.0653,0.0364,,0.0000,0.0000,0.0000,,2.9964,88.9560,89.0065,-1.8692,101.7526,101.7697
9:40:26,2.4200,0.2000,-1.4976,3.8665,10.0280,0.0364,,0.0000,0.0000,0.0000,,2.9961,88.1196,88.1705,-1.8675,102.4163,102.4334
