2023”N6ŒŽ19“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
9:39:11,0.3733,0.3333,-1.5000,0.0902,1.7013,0.0341,,0.0000,0.0000,0.0000,,2.9985,94.2570,94.3047,-1.8637,96.6637,96.6817
9:39:11,0.5286,0.1553,-1.4999,0.1877,2.5481,0.0347,,0.0000,0.0000,0.0000,,2.9985,93.7151,93.7631,-1.8650,96.8299,96.8478
9:39:11,0.5712,0.0426,-1.4999,0.2173,2.7203,0.0358,,0.0000,0.0000,0.0000,,2.9984,93.5743,93.6224,-1.8655,96.8809,96.8989
9:39:11,0.6424,0.0712,-1.4999,0.2833,3.1012,0.0381,,0.0000,0.0000,0.0000,,2.9983,93.2861,93.3343,-1.8665,96.9942,97.0122
9:39:11,0.6828,0.0405,-1.4999,0.3195,3.2964,0.0368,,0.0000,0.0000,0.0000,,2.9983,93.1389,93.1871,-1.8670,97.0565,97.0745
9:39:11,0.7133,0.0305,-1.4998,0.3383,3.3922,0.0366,,0.0000,0.0000,0.0000,,2.9983,93.0645,93.1128,-1.8672,97.0891,97.1070
9:39:11,0.7405,0.0271,-1.4998,0.3776,3.5903,0.0364,,0.0000,0.0000,0.0000,,2.9983,92.9140,92.9624,-1.8677,97.1569,97.1748
9:39:11,0.7688,0.0284,-1.4998,0.3982,3.7027,0.0364,,0.0000,0.0000,0.0000,,2.9983,92.8379,92.8863,-1.8680,97.1920,97.2100
9:39:11,0.8177,0.0489,-1.4998,0.4408,3.8848,0.0364,,0.0000,0.0000,0.0000,,2.9982,92.6842,92.7326,-1.8685,97.2652,97.2831
9:39:11,0.8456,0.0278,-1.4997,0.4856,4.0803,0.0364,,0.0000,0.0000,0.0000,,2.9982,92.5283,92.5768,-1.8689,97.3420,97.3599
9:39:11,0.8740,0.0285,-1.4997,0.5088,4.1793,0.0364,,0.0000,0.0000,0.0000,,2.9982,92.4495,92.4981,-1.8691,97.3817,97.3996
9:39:11,0.9217,0.0477,-1.4997,0.5817,4.4656,0.0364,,0.0000,0.0000,0.0000,,2.9981,92.2100,92.2587,-1.8697,97.5062,97.5241
9:39:11,0.9499,0.0282,-1.4997,0.6070,4.5609,0.0364,,0.0000,0.0000,0.0000,,2.9981,92.1291,92.1778,-1.8699,97.5494,97.5674
9:39:11,0.9776,0.0277,-1.4997,0.6329,4.6562,0.0364,,0.0000,0.0000,0.0000,,2.9981,92.0477,92.0965,-1.8700,97.5936,97.6115
9:39:11,1.0055,0.0280,-1.4996,0.6862,4.8466,0.0364,,0.0000,0.0000,0.0000,,2.9981,91.8832,91.9321,-1.8702,97.6845,97.7024
9:39:11,1.0532,0.0477,-1.4996,0.7416,5.0370,0.0364,,0.0000,0.0000,0.0000,,2.9980,91.7167,91.7657,-1.8702,97.7790,97.7969
9:39:11,1.0822,0.0290,-1.4995,0.7992,5.2271,0.0364,,0.0000,0.0000,0.0000,,2.9980,91.5480,91.5971,-1.8702,97.8769,97.8948
9:39:11,1.1097,0.0275,-1.4995,0.8288,5.3221,0.0364,,0.0000,0.0000,0.0000,,2.9980,91.4629,91.5120,-1.8702,97.9272,97.9450
9:39:11,1.1369,0.0272,-1.4995,0.8589,5.4171,0.0364,,0.0000,0.0000,0.0000,,2.9980,91.3772,91.4264,-1.8701,97.9783,97.9961
9:39:12,1.1853,0.0484,-1.4995,0.9523,5.7018,0.0364,,0.0000,0.0000,0.0000,,2.9979,91.1171,91.1664,-1.8696,98.1368,98.1546
9:39:12,1.2146,0.0294,-1.4994,0.9845,5.7967,0.0364,,0.0000,0.0000,0.0000,,2.9979,91.0293,91.0787,-1.8694,98.1914,98.2092
9:39:12,1.2427,0.0281,-1.4994,1.0505,5.9861,0.0364,,0.0000,0.0000,0.0000,,2.9978,90.8522,90.9017,-1.8688,98.3030,98.3208
9:39:12,1.2704,0.0277,-1.4994,1.0843,6.0808,0.0364,,0.0000,0.0000,0.0000,,2.9978,90.7629,90.8124,-1.8686,98.3600,98.3778
9:39:12,1.3195,0.0491,-1.4993,1.1534,6.2700,0.0364,,0.0000,0.0000,0.0000,,2.9978,90.5827,90.6323,-1.8679,98.4767,98.4945
9:39:12,1.3473,0.0278,-1.4993,1.2247,6.4589,0.0364,,0.0000,0.0000,0.0000,,2.9977,90.4003,90.4500,-1.8672,98.5967,98.6144
9:39:12,1.3782,0.0309,-1.4993,1.2611,6.5533,0.0364,,0.0000,0.0000,0.0000,,2.9977,90.3083,90.3581,-1.8668,98.6580,98.6756
9:39:12,1.4051,0.0269,-1.4992,1.3355,6.7420,0.0364,,0.0000,0.0000,0.0000,,2.9977,90.1228,90.1727,-1.8661,98.7829,98.8005
9:39:12,1.4536,0.0485,-1.4992,1.4119,6.9304,0.0364,,0.0000,0.0000,0.0000,,2.9976,89.9352,89.9852,-1.8655,98.9111,98.9287
9:39:12,1.4826,0.0290,-1.4991,1.4905,7.1185,0.0364,,0.0000,0.0000,0.0000,,2.9976,89.7455,89.7956,-1.8649,99.0426,99.0602
9:39:12,1.5103,0.0277,-1.4991,1.5306,7.2125,0.0364,,0.0000,0.0000,0.0000,,2.9975,89.6499,89.7000,-1.8646,99.1096,99.1271
9:39:12,1.5382,0.0278,-1.4991,1.5712,7.3065,0.0364,,0.0000,0.0000,0.0000,,2.9975,89.5538,89.6039,-1.8644,99.1774,99.1949
9:39:12,1.5873,0.0492,-1.4990,1.6961,7.5879,0.0364,,0.0000,0.0000,0.0000,,2.9974,89.2622,89.3125,-1.8639,99.3854,99.4029
9:39:12,1.6162,0.0289,-1.4990,1.7388,7.6816,0.0364,,0.0000,0.0000,0.0000,,2.9974,89.1640,89.2143,-1.8638,99.4564,99.4739
