2023”N6ŒŽ19“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
9:39:44,0.2200,0.2000,-1.5000,0.0345,1.0414,0.0138,,0.0000,0.0000,0.0000,,2.9994,94.7017,94.7492,-1.8624,96.5681,96.5860
9:39:44,0.4200,0.2000,-1.5000,0.1224,2.0255,0.0316,,0.0000,0.0000,0.0000,,2.9986,94.0581,94.1059,-1.8640,96.7191,96.7371
9:39:45,0.6200,0.2000,-1.4999,0.2661,3.0189,0.0374,,0.0000,0.0000,0.0000,,2.9983,93.3589,93.4070,-1.8663,96.9644,96.9824
9:39:45,0.8200,0.2000,-1.4998,0.4630,3.9818,0.0364,,0.0000,0.0000,0.0000,,2.9982,92.6065,92.6550,-1.8687,97.3032,97.3211
9:39:45,1.1533,0.3333,-1.4995,0.8895,5.5121,0.0364,,0.0000,0.0000,0.0000,,2.9979,91.2911,91.3403,-1.8699,98.0303,98.0481
