2023”N7ŒŽ7“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
14:00:32,0.3733,0.3333,-2.0000,0.0905,1.7088,0.0289,,0.0000,0.0000,0.0000,,3.2337,39.2908,39.4236,-1.4901,46.3454,46.3694
14:00:33,0.5629,0.1896,-1.9999,0.2177,2.7228,0.0351,,0.0000,0.0000,0.0000,,3.2334,35.8302,35.9758,-1.4904,46.2182,46.2422
14:00:33,0.6383,0.0754,-1.9999,0.2696,3.3057,0.0375,,1.0000,0.0000,0.0000,,3.2333,34.7784,34.9284,-1.4905,46.1663,46.1904
14:00:33,0.6970,0.0587,-1.9998,0.3311,3.8878,0.0386,,1.0000,0.0000,0.0000,,3.2332,33.7169,33.8715,-1.4906,46.1048,46.1289
14:00:33,0.7496,0.0526,-1.9998,0.4024,4.4686,0.0387,,1.0000,0.0000,0.0000,,3.2331,32.6456,32.8053,-1.4906,46.0335,46.0577
14:00:33,0.7986,0.0490,-1.9998,0.4553,4.8554,0.0387,,1.0000,0.0000,0.0000,,3.2331,31.9261,32.0894,-1.4906,45.9807,46.0048
14:00:33,0.8468,0.0482,-1.9997,0.5426,5.4347,0.0387,,1.0000,0.0000,0.0000,,3.2331,30.8387,31.0077,-1.4907,45.8933,45.9175
14:00:33,0.8958,0.0490,-1.9997,0.6062,5.8205,0.0387,,1.0000,0.0000,0.0000,,3.2330,30.1085,30.2816,-1.4907,45.8297,45.8540
14:00:33,0.9451,0.0493,-1.9996,0.7096,6.3982,0.0387,,1.0000,0.0000,0.0000,,3.0760,29.0255,29.1881,-1.4907,45.7263,45.7506
14:00:33,0.9995,0.0545,-1.9995,0.7839,6.7828,0.0387,,1.0000,0.0000,0.0000,,3.0760,28.2846,28.4514,-1.4908,45.6520,45.6763
14:00:33,1.0522,0.0526,-1.9995,0.9034,7.3588,0.0387,,1.0000,0.0000,0.0000,,3.0759,27.1651,27.3387,-1.4908,45.5326,45.5570
14:00:33,1.1041,0.0519,-1.9994,1.0324,7.9337,0.0387,,1.0000,0.0000,0.0000,,3.0758,26.0361,26.2172,-1.4909,45.4035,45.4280
14:00:33,1.1531,0.0491,-1.9993,1.1238,8.3164,0.0387,,1.0000,0.0000,0.0000,,3.0758,25.2781,25.4645,-1.4909,45.3122,45.3367
14:00:33,1.2033,0.0501,-1.9992,1.2687,8.8895,0.0387,,1.0000,0.0000,0.0000,,3.0757,24.1331,24.3283,-1.4910,45.1672,45.1918
14:00:33,1.2539,0.0506,-1.9991,1.3707,9.2710,0.0387,,1.0000,0.0000,0.0000,,3.0756,23.3645,23.5661,-1.4910,45.0856,45.1102
