2023”N7ŒŽ7“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
14:09:33,0.3733,0.3333,-2.0000,0.0905,1.7088,0.0289,,0.0000,0.0000,0.0000,,3.2337,39.2908,39.4236,-1.4901,46.3454,46.3694
14:09:33,0.5572,0.1839,-1.9999,0.2026,2.6415,0.0320,,0.0000,0.0000,0.0000,,3.2336,36.1787,36.3229,-1.4902,46.2333,46.2573
14:09:33,0.6146,0.0574,-1.9999,0.2497,2.9275,0.0352,,0.0000,0.0000,0.0000,,3.2334,35.1316,35.2801,-1.4904,46.1862,46.2102
14:09:33,0.6652,0.0505,-1.9999,0.3017,3.2200,0.0331,,0.0000,0.0000,0.0000,,3.2334,34.0796,34.2326,-1.4903,46.1342,46.1583
14:09:33,0.7148,0.0496,-1.9998,0.3389,3.3939,0.0351,,0.0000,0.0000,0.0000,,3.2333,33.3757,33.5320,-1.4904,46.0970,46.1211
14:09:33,0.7639,0.0491,-1.9998,0.3989,3.7041,0.0354,,0.0000,0.0000,0.0000,,3.2333,32.3158,32.4771,-1.4905,46.0371,46.0612
14:09:33,0.8197,0.0558,-1.9998,0.4415,3.8868,0.0355,,0.0000,0.0000,0.0000,,3.2333,31.6065,31.7714,-1.4905,45.9944,46.0186
14:09:33,0.8728,0.0531,-1.9997,0.5126,4.4573,0.0355,,1.0000,0.0000,0.0000,,3.2332,30.5354,30.7061,-1.4905,45.9234,45.9475
14:09:33,0.9244,0.0516,-1.9997,0.5933,5.0373,0.0355,,1.0000,0.0000,0.0000,,3.0763,29.4752,29.6353,-1.4905,45.8426,45.8669
14:09:33,0.9788,0.0544,-1.9997,0.6525,5.4234,0.0355,,1.0000,0.0000,0.0000,,3.0762,28.7493,28.9135,-1.4906,45.7834,45.8077
14:09:33,1.0322,0.0534,-1.9996,0.7493,6.0019,0.0355,,1.0000,0.0000,0.0000,,3.0762,27.6525,27.8231,-1.4906,45.6866,45.7109
14:09:33,1.0891,0.0568,-1.9995,0.8558,6.5793,0.0355,,1.0000,0.0000,0.0000,,3.0761,26.5461,26.7237,-1.4906,45.5802,45.6045
14:09:33,1.1403,0.0512,-1.9995,0.9718,7.1557,0.0355,,1.0000,0.0000,0.0000,,3.0760,25.4300,25.6154,-1.4907,45.4641,45.4886
14:09:33,1.1925,0.0522,-1.9994,1.0545,7.5394,0.0355,,1.0000,0.0000,0.0000,,3.0760,24.6807,24.8716,-1.4907,45.3814,45.4059
14:09:34,1.2426,0.0500,-1.9993,1.1866,8.1139,0.0355,,1.0000,0.0000,0.0000,,3.0759,23.5486,23.7486,-1.4908,45.2703,45.2948
14:09:34,1.2921,0.0495,-1.9993,1.2799,8.4964,0.0355,,1.0000,0.0000,0.0000,,3.0758,22.7886,22.9952,-1.4908,45.2175,45.2420
14:09:34,1.3438,0.0517,-1.9992,1.4279,9.0692,0.0355,,1.0000,0.0000,0.0000,,3.0758,21.6406,21.8581,-1.4909,45.1322,45.1569
14:09:34,1.3947,0.0509,-1.9991,1.5318,9.4504,0.0355,,1.0000,0.0000,0.0000,,3.0757,20.8700,21.0954,-1.4909,45.1112,45.1358
14:09:34,1.4512,0.0565,-1.9990,1.6957,10.0214,0.0355,,1.0000,0.0000,0.0000,,3.0756,19.7062,19.9447,-1.4910,45.0624,45.0870
14:09:34,1.5083,0.0571,-1.9989,1.8690,10.5912,0.0355,,1.0000,0.0000,0.0000,,3.0755,18.5328,18.7863,-1.4911,45.0310,45.0557
14:09:34,1.5625,0.0542,-1.9988,2.0519,11.1600,0.0355,,1.0000,0.0000,0.0000,,3.0754,17.3500,17.6204,-1.4912,45.0078,45.0325
14:09:34,1.6158,0.0533,-1.9987,2.1790,11.5385,0.0355,,1.0000,0.0000,0.0000,,3.0753,16.5562,16.8393,-1.4913,45.0608,45.0855
14:09:34,1.6656,0.0497,-1.9986,2.3776,12.1055,0.0355,,1.0000,0.0000,0.0000,,3.0752,15.3575,15.6624,-1.4914,45.0515,45.0761
14:09:34,1.7151,0.0496,-1.9985,2.5153,12.4828,0.0355,,1.0000,0.0000,0.0000,,3.0751,14.5532,14.8746,-1.4915,45.1223,45.1469
14:09:34,1.7636,0.0485,-1.9984,2.7296,13.0479,0.0355,,1.0000,0.0000,0.0000,,3.0750,13.3389,13.6887,-1.4917,45.1308,45.1555
14:09:34,1.8108,0.0472,-1.9983,2.8777,13.4240,0.0355,,1.0000,0.0000,0.0000,,3.0749,12.5241,12.8961,-1.4918,45.2174,45.2420
14:09:34,1.8619,0.0511,-1.9981,3.1077,13.9872,0.0355,,1.0000,0.0000,0.0000,,3.0747,11.2941,11.7052,-1.4919,45.2608,45.2854
14:09:34,1.9145,0.0526,-1.9980,3.2663,14.3621,0.0355,,1.0000,0.0000,0.0000,,3.0746,10.4689,10.9111,-1.4921,45.4067,45.4312
14:09:34,1.9637,0.0492,-1.9979,3.5119,14.9236,0.0355,,1.0000,0.0000,0.0000,,3.0745,9.2233,9.7222,-1.4922,45.4665,45.4910
14:09:34,2.0144,0.0507,-1.9978,3.6808,15.2973,0.0355,,1.0000,0.0000,0.0000,,3.0744,8.3877,8.9334,-1.4924,45.6314,45.6558
