2023”N7ŒŽ7“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
12:27:15,0.3733,0.3333,-2.0000,0.0905,1.7088,0.0289,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.6140,0.2407,-1.9999,0.2497,2.9275,0.0352,,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.7018,0.0878,-1.9998,0.3469,3.8863,0.0333,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.7545,0.0527,-1.9998,0.3933,4.2734,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.8034,0.0490,-1.9998,0.4709,4.8537,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.8532,0.0497,-1.9997,0.5281,5.2400,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.9019,0.0487,-1.9997,0.6219,5.8188,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,0.9525,0.0507,-1.9996,0.6897,6.2041,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,1.0018,0.0493,-1.9996,0.7995,6.7812,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,1.0535,0.0516,-1.9995,0.8781,7.1653,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12:27:15,1.1031,0.0497,-1.9995,1.0039,7.7406,0.0331,,1.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
