2023”N7ŒŽ7“ú,Time,ƒ¢Time,Xpos,Zpos,Velocity,RotateY,InputValue,AcceInput,SteeringInput,BrakeInput,Distance,CarPos.x,CarPos.z,CarDistance,Bike.x,Bike.z,BikeDistance
16:46:00,0.3733,0.3333,-2.0000,0.0905,1.7088,0.0289,,0.0000,0.0000,0.0000,,3.2337,39.2908,39.4236,-1.4901,46.4553,46.4792
16:46:00,0.4549,0.0816,-2.0000,0.1347,2.1541,0.0299,,0.0000,0.0000,0.0000,,3.2337,37.9132,38.0508,-1.4902,46.6548,46.6786
16:46:00,0.5280,0.0731,-1.9999,0.1879,2.5294,0.0320,,0.0000,0.0000,0.0000,,3.2336,36.5267,36.6695,-1.4904,46.8678,46.8915
16:46:00,0.5874,0.0594,-1.9999,0.2365,3.1134,0.0311,,1.0000,0.0000,0.0000,,3.2336,35.4781,35.6251,-1.4904,47.0703,47.0939
16:46:01,0.6392,0.0517,-1.9999,0.2744,3.5013,0.0322,,1.0000,0.0000,0.0000,,3.2335,34.7736,34.9236,-1.4905,47.2753,47.2988
16:46:01,0.6881,0.0490,-1.9999,0.3392,4.0832,0.0328,,1.0000,0.0000,0.0000,,3.2334,33.7088,33.8635,-1.4906,47.4600,47.4834
16:46:01,0.7423,0.0541,-1.9998,0.4137,4.6638,0.0329,,1.0000,0.0000,0.0000,,3.2334,32.6343,32.7941,-1.4907,47.6841,47.7074
16:46:01,0.7971,0.0549,-1.9998,0.4687,5.0503,0.0329,,1.0000,0.0000,0.0000,,3.2334,31.9126,32.0760,-1.4908,47.9551,47.9783
16:46:01,0.8488,0.0516,-1.9997,0.5593,5.6294,0.0329,,1.0000,0.0000,0.0000,,3.2333,30.8220,30.9911,-1.4909,48.1938,48.2169
16:46:01,0.9005,0.0517,-1.9997,0.6596,6.2075,0.0329,,1.0000,0.0000,0.0000,,3.2333,29.7217,29.8971,-1.4910,48.4444,48.4673
16:46:01,0.9527,0.0522,-1.9996,0.7318,6.5923,0.0329,,1.0000,0.0000,0.0000,,3.0763,29.0034,29.1661,-1.4911,48.7484,48.7712
16:46:01,1.0040,0.0513,-1.9996,0.8480,7.1686,0.0329,,1.0000,0.0000,0.0000,,3.0763,27.8871,28.0563,-1.4913,49.0226,49.0452
16:46:01,1.0584,0.0544,-1.9995,0.9309,7.5523,0.0329,,1.0000,0.0000,0.0000,,3.0762,27.1376,27.3114,-1.4914,49.3776,49.4001
16:46:01,1.1112,0.0527,-1.9994,1.0631,8.1268,0.0329,,1.0000,0.0000,0.0000,,3.0761,26.0053,26.1867,-1.4915,49.6845,49.7069
16:46:01,1.1628,0.0517,-1.9994,1.2050,8.7003,0.0329,,1.0000,0.0000,0.0000,,3.0760,24.8635,25.0531,-1.4917,49.9736,49.9958
16:46:01,1.2150,0.0522,-1.9993,1.3048,9.0820,0.0329,,1.0000,0.0000,0.0000,,3.0760,24.0970,24.2925,-1.4918,50.3079,50.3300
16:46:01,1.2658,0.0508,-1.9992,1.4625,9.6537,0.0329,,1.0000,0.0000,0.0000,,3.0759,22.9393,23.1446,-1.4919,50.5746,50.5966
16:46:01,1.3167,0.0509,-1.9991,1.5730,10.0342,0.0329,,1.0000,0.0000,0.0000,,3.0758,22.1622,22.3746,-1.4920,50.8873,50.9091
16:46:01,1.3669,0.0502,-1.9990,1.7465,10.6040,0.0329,,1.0000,0.0000,0.0000,,3.0757,20.9886,21.2128,-1.4922,51.1319,51.1537
16:46:01,1.4190,0.0521,-1.9990,1.8675,10.9833,0.0329,,1.0000,0.0000,0.0000,,3.0757,20.2010,20.4338,-1.4923,51.4458,51.4674
16:46:01,1.4674,0.0484,-1.9989,2.0569,11.5513,0.0329,,1.0000,0.0000,0.0000,,3.0756,19.0116,19.2588,-1.4925,51.6593,51.6809
16:46:01,1.5156,0.0482,-1.9988,2.1884,11.9293,0.0329,,1.0000,0.0000,0.0000,,3.0755,18.2134,18.4713,-1.4926,51.9291,51.9505
16:46:01,1.5618,0.0462,-1.9987,2.3935,12.4955,0.0329,,1.0000,0.0000,0.0000,,3.0754,17.0083,17.2841,-1.4927,52.1089,52.1303
16:46:01,1.6072,0.0454,-1.9986,2.5355,12.8723,0.0329,,1.0000,0.0000,0.0000,,3.0753,16.1997,16.4890,-1.4929,52.3463,52.3676
16:46:02,1.6499,0.0428,-1.9985,2.6816,13.2487,0.0329,,1.0000,0.0000,0.0000,,3.0752,15.3869,15.6911,-1.4930,52.5559,52.5771
16:46:02,1.6900,0.0400,-1.9984,2.8320,13.6245,0.0329,,1.0000,0.0000,0.0000,,3.0751,14.5698,14.8908,-1.4931,52.7388,52.7599
16:46:02,1.7295,0.0395,-1.9983,2.9865,13.9999,0.0329,,1.0000,0.0000,0.0000,,3.0750,13.7487,14.0884,-1.4932,52.9140,52.9351
16:46:02,1.7697,0.0402,-1.9982,3.1452,14.3747,0.0329,,1.0000,0.0000,0.0000,,3.0749,12.9233,13.2841,-1.4933,53.0904,53.1114
16:46:02,1.8096,0.0399,-1.9981,3.3080,14.7492,0.0329,,1.0000,0.0000,0.0000,,3.0748,12.0938,12.4786,-1.4935,53.2600,53.2809
16:46:02,1.8481,0.0385,-1.9981,3.4750,15.1231,0.0329,,1.0000,0.0000,0.0000,,3.0747,11.2602,11.6724,-1.4936,53.4136,53.4345
16:46:02,1.8861,0.0380,-1.9980,3.6462,15.4965,0.0329,,1.0000,0.0000,0.0000,,3.0746,10.4223,10.8664,-1.4937,53.5590,53.5799
16:46:02,1.9248,0.0387,-1.9979,3.8214,15.8695,0.0329,,1.0000,0.0000,0.0000,,3.0745,9.5804,10.0616,-1.4938,53.7065,53.7273
16:46:02,1.9657,0.0409,-1.9977,4.0009,16.2420,0.0329,,1.0000,0.0000,0.0000,,3.0744,8.7343,9.2596,-1.4940,53.8682,53.8889
16:46:02,2.0069,0.0412,-1.9976,4.1844,16.6139,0.0329,,1.0000,0.0000,0.0000,,3.0743,7.8841,8.4623,-1.4941,54.0280,54.0486
16:46:02,2.0496,0.0427,-1.9975,4.3721,16.9854,0.0329,,1.0000,0.0000,0.0000,,3.0742,7.0297,7.6725,-1.4942,54.1960,54.2166
16:46:02,2.0923,0.0427,-1.9974,4.5640,17.3564,0.0329,,1.0000,0.0000,0.0000,,2.9693,6.2186,6.8911,-1.4944,54.3600,54.3806
16:46:02,2.1361,0.0438,-1.9973,4.7599,17.7269,0.0329,,1.0000,0.0000,0.0000,,2.9692,5.3560,6.1239,-1.4945,54.5292,54.5497
